北京市	110000000000
北京市	110000000000
天津市	120000000000
天津市	120000000000
河北省	130000000000
河北省	130000000000
山西省	140000000000
山西省	140000000000
内蒙古自治区	150000000000
内蒙古自治区	150000000000
辽宁省	210000000000
辽宁省	210000000000
吉林省	220000000000
吉林省	220000000000
黑龙江省	230000000000
黑龙江省	230000000000
上海市	310000000000
上海市	310000000000
江苏省	320000000000
江苏省	320000000000
浙江省	330000000000
浙江省	330000000000
安徽省	340000000000
安徽省	340000000000
福建省	350000000000
福建省	350000000000
江西省	360000000000
江西省	360000000000
山东省	370000000000
山东省	370000000000
河南省	410000000000
河南省	410000000000
湖北省	420000000000
湖北省	420000000000
湖南省	430000000000
湖南省	430000000000
广东省	440000000000
广东省	440000000000
广西壮族自治区	450000000000
广西壮族自治区	450000000000
海南省	460000000000
海南省	460000000000
重庆市	500000000000
重庆市	500000000000
四川省	510000000000
四川省	510000000000
贵州省	520000000000
贵州省	520000000000
云南省	530000000000
云南省	530000000000
西藏自治区	540000000000
西藏自治区	540000000000
陕西省	610000000000
陕西省	610000000000
甘肃省	620000000000
甘肃省	620000000000
青海省	630000000000
青海省	630000000000
宁夏回族自治区	640000000000
宁夏回族自治区	640000000000
新疆维吾尔自治区	650000000000
新疆维吾尔自治区	650000000000
市辖区	110100000000
市辖区	120100000000
石家庄市	130100000000
唐山市	130200000000
秦皇岛市	130300000000
邯郸市	130400000000
邢台市	130500000000
保定市	130600000000
张家口市	130700000000
承德市	130800000000
沧州市	130900000000
廊坊市	131000000000
衡水市	131100000000
太原市	140100000000
大同市	140200000000
阳泉市	140300000000
长治市	140400000000
晋城市	140500000000
朔州市	140600000000
晋中市	140700000000
运城市	140800000000
忻州市	140900000000
临汾市	141000000000
吕梁市	141100000000
沈阳市	210100000000
大连市	210200000000
鞍山市	210300000000
抚顺市	210400000000
本溪市	210500000000
丹东市	210600000000
锦州市	210700000000
营口市	210800000000
阜新市	210900000000
辽阳市	211000000000
盘锦市	211100000000
铁岭市	211200000000
朝阳市	211300000000
葫芦岛市	211400000000
呼和浩特市	150100000000
包头市	150200000000
乌海市	150300000000
赤峰市	150400000000
通辽市	150500000000
鄂尔多斯市	150600000000
呼伦贝尔市	150700000000
巴彦淖尔市	150800000000
乌兰察布市	150900000000
兴安盟	152200000000
锡林郭勒盟	152500000000
阿拉善盟	152900000000
哈尔滨市	230100000000
齐齐哈尔市	230200000000
鸡西市	230300000000
鹤岗市	230400000000
双鸭山市	230500000000
大庆市	230600000000
伊春市	230700000000
佳木斯市	230800000000
七台河市	230900000000
牡丹江市	231000000000
黑河市	231100000000
绥化市	231200000000
大兴安岭地区	232700000000
长春市	220100000000
吉林市	220200000000
四平市	220300000000
辽源市	220400000000
通化市	220500000000
白山市	220600000000
松原市	220700000000
白城市	220800000000
延边朝鲜族自治州	222400000000
市辖区	310100000000
南京市	320100000000
无锡市	320200000000
徐州市	320300000000
常州市	320400000000
杭州市	330100000000
苏州市	320500000000
宁波市	330200000000
南通市	320600000000
温州市	330300000000
连云港市	320700000000
嘉兴市	330400000000
淮安市	320800000000
湖州市	330500000000
盐城市	320900000000
绍兴市	330600000000
扬州市	321000000000
镇江市	321100000000
金华市	330700000000
衢州市	330800000000
泰州市	321200000000
舟山市	330900000000
宿迁市	321300000000
台州市	331000000000
丽水市	331100000000
合肥市	340100000000
芜湖市	340200000000
蚌埠市	340300000000
淮南市	340400000000
马鞍山市	340500000000
淮北市	340600000000
铜陵市	340700000000
安庆市	340800000000
黄山市	341000000000
滁州市	341100000000
阜阳市	341200000000
宿州市	341300000000
六安市	341500000000
亳州市	341600000000
池州市	341700000000
宣城市	341800000000
南昌市	360100000000
景德镇市	360200000000
福州市	350100000000
萍乡市	360300000000
厦门市	350200000000
九江市	360400000000
新余市	360500000000
莆田市	350300000000
鹰潭市	360600000000
三明市	350400000000
赣州市	360700000000
泉州市	350500000000
漳州市	350600000000
南平市	350700000000
吉安市	360800000000
龙岩市	350800000000
宜春市	360900000000
宁德市	350900000000
抚州市	361000000000
上饶市	361100000000
济南市	370100000000
青岛市	370200000000
淄博市	370300000000
枣庄市	370400000000
东营市	370500000000
烟台市	370600000000
潍坊市	370700000000
济宁市	370800000000
泰安市	370900000000
威海市	371000000000
日照市	371100000000
临沂市	371300000000
德州市	371400000000
聊城市	371500000000
滨州市	371600000000
菏泽市	371700000000
郑州市	410100000000
开封市	410200000000
武汉市	420100000000
黄石市	420200000000
洛阳市	410300000000
十堰市	420300000000
平顶山市	410400000000
宜昌市	420500000000
安阳市	410500000000
襄阳市	420600000000
鹤壁市	410600000000
新乡市	410700000000
鄂州市	420700000000
焦作市	410800000000
濮阳市	410900000000
荆门市	420800000000
许昌市	411000000000
长沙市	430100000000
漯河市	411100000000
株洲市	430200000000
孝感市	420900000000
三门峡市	411200000000
湘潭市	430300000000
荆州市	421000000000
南阳市	411300000000
衡阳市	430400000000
黄冈市	421100000000
商丘市	411400000000
邵阳市	430500000000
咸宁市	421200000000
信阳市	411500000000
岳阳市	430600000000
随州市	421300000000
周口市	411600000000
常德市	430700000000
恩施土家族苗族自治州	422800000000
驻马店市	411700000000
张家界市	430800000000
省直辖县级行政区划	429000000000
省直辖县级行政区划	419000000000
益阳市	430900000000
郴州市	431000000000
永州市	431100000000
怀化市	431200000000
娄底市	431300000000
湘西土家族苗族自治州	433100000000
广州市	440100000000
南宁市	450100000000
韶关市	440200000000
柳州市	450200000000
深圳市	440300000000
桂林市	450300000000
珠海市	440400000000
梧州市	450400000000
汕头市	440500000000
北海市	450500000000
佛山市	440600000000
防城港市	450600000000
市辖区	500100000000
江门市	440700000000
钦州市	450700000000
湛江市	440800000000
县	500200000000
贵港市	450800000000
茂名市	440900000000
玉林市	450900000000
肇庆市	441200000000
百色市	451000000000
惠州市	441300000000
贺州市	451100000000
梅州市	441400000000
河池市	451200000000
汕尾市	441500000000
来宾市	451300000000
河源市	441600000000
崇左市	451400000000
阳江市	441700000000
清远市	441800000000
东莞市	441900000000
中山市	442000000000
潮州市	445100000000
揭阳市	445200000000
云浮市	445300000000
海口市	460100000000
三亚市	460200000000
三沙市	460300000000
儋州市	460400000000
省直辖县级行政区划	469000000000
贵阳市	520100000000
成都市	510100000000
六盘水市	520200000000
自贡市	510300000000
遵义市	520300000000
攀枝花市	510400000000
安顺市	520400000000
泸州市	510500000000
毕节市	520500000000
铜仁市	520600000000
德阳市	510600000000
绵阳市	510700000000
黔西南布依族苗族自治州	522300000000
广元市	510800000000
黔东南苗族侗族自治州	522600000000
遂宁市	510900000000
黔南布依族苗族自治州	522700000000
内江市	511000000000
乐山市	511100000000
南充市	511300000000
眉山市	511400000000
宜宾市	511500000000
广安市	511600000000
达州市	511700000000
雅安市	511800000000
巴中市	511900000000
资阳市	512000000000
阿坝藏族羌族自治州	513200000000
甘孜藏族自治州	513300000000
凉山彝族自治州	513400000000
昆明市	530100000000
曲靖市	530300000000
玉溪市	530400000000
保山市	530500000000
昭通市	530600000000
丽江市	530700000000
普洱市	530800000000
临沧市	530900000000
楚雄彝族自治州	532300000000
红河哈尼族彝族自治州	532500000000
文山壮族苗族自治州	532600000000
西双版纳傣族自治州	532800000000
大理白族自治州	532900000000
德宏傣族景颇族自治州	533100000000
怒江傈僳族自治州	533300000000
迪庆藏族自治州	533400000000
拉萨市	540100000000
日喀则市	540200000000
昌都市	540300000000
林芝市	540400000000
山南市	540500000000
那曲市	540600000000
阿里地区	542500000000
西安市	610100000000
铜川市	610200000000
宝鸡市	610300000000
咸阳市	610400000000
渭南市	610500000000
延安市	610600000000
汉中市	610700000000
榆林市	610800000000
安康市	610900000000
商洛市	611000000000
兰州市	620100000000
嘉峪关市	620200000000
金昌市	620300000000
白银市	620400000000
天水市	620500000000
武威市	620600000000
张掖市	620700000000
平凉市	620800000000
酒泉市	620900000000
庆阳市	621000000000
定西市	621100000000
陇南市	621200000000
临夏回族自治州	622900000000
甘南藏族自治州	623000000000
西宁市	630100000000
海东市	630200000000
海北藏族自治州	632200000000
黄南藏族自治州	632300000000
海南藏族自治州	632500000000
果洛藏族自治州	632600000000
玉树藏族自治州	632700000000
海西蒙古族藏族自治州	632800000000
银川市	640100000000
石嘴山市	640200000000
吴忠市	640300000000
固原市	640400000000
中卫市	640500000000
乌鲁木齐市	650100000000
克拉玛依市	650200000000
吐鲁番市	650400000000
哈密市	650500000000
昌吉回族自治州	652300000000
博尔塔拉蒙古自治州	652700000000
巴音郭楞蒙古自治州	652800000000
阿克苏地区	652900000000
克孜勒苏柯尔克孜自治州	653000000000
喀什地区	653100000000
和田地区	653200000000
伊犁哈萨克自治州	654000000000
塔城地区	654200000000
阿勒泰地区	654300000000
自治区直辖县级行政区划	659000000000
11.317928931844	阿富汗阿富汗尼 (AFN)
15.592849721629	阿尔巴尼亚勒克 (ALL)
70.936573291155	亚美尼亚德拉姆 (AMD)
0.26361332331242	荷兰盾 (ANG)
91.450921118484	安哥拉宽扎 (AOA)
11.218931025034	阿根廷比索 (ARS)
0.20516472046395	澳元 (AUD)
0.26361638727119	阿鲁巴或荷兰盾 (AWG)
0.25021144437734	阿塞拜疆新马纳特 (AZN)
0.24526512415519	波斯尼亚兑换马尔卡 (BAM)
0.29454344946502	巴巴多斯元 (BBD)
12.471748326855	孟加拉国塔卡 (BDT)
0.24526512415519	保加利亚利瓦 (BGN)
0.055374168499424	巴林第纳尔 (BHD)
284.51054482041	布隆迪法郎 (BIF)
0.14727172473251	百慕大元 (BMD)
0.2007635421417	文莱元 (BND)
1.0152384221126	玻利维亚币 (BOB)
0.82628417256283	巴西雷亚尔 (BRL)
0.14727172473251	巴哈马元 (BSD)
10.836753671346	不丹努尔特鲁姆 (BTN)
1.7114411896994	博茨瓦纳普拉 (BWP)
0.38371857221394	白俄罗斯卢布 (BYN)
0.2964013062189	伯利兹元 (BZD)
0.19575402078907	加拿大元 (CAD)
287.30709057166	刚果法郎 (CDF)
0.1354287137932	瑞士法郎 (CHF)
115.62426571028	智利披索 (CLP)
1	中国人民币 (CNY)
563.84278702842	哥伦比亚比索 (COP)
88.703685988654	哥斯达黎加科朗 (CRC)
0.14727172473251	古巴可兑换比索 (CUC)
3.9027007054115	古巴比索 (CUP)
13.828085897715	佛得角埃斯库多 (CVE)
3.3935254238595	捷克共和国克朗 (CZK)
26.180482205564	吉布提法郎 (DJF)
0.93364350447278	丹麦克郎 (DKK)
8.5891903046818	多米尼加共和国比索 (DOP)
19.034629747102	阿尔及利亚第纳尔 (DZD)
2.321123011465	埃及镑 (EGP)
2.2090758709877	厄立特里亚纳克法 (ERN)
5.4322824128896	埃塞俄比亚比尔 (ETB)
0.12540206672715	欧元 (EUR)
0.31361104444447	斐济元 (FJD)
0.11382518816525	福克兰岛磅 (FKP)
0.11382518816525	英镑 (GBP)
0.46838780385235	格鲁吉亚拉里 (GEL)
0.11382518816525	格恩西岛磅 (GGP)
0.85228738354591	加纳塞地 (GHS)
0.11382518816525	直布罗陀镑 (GIP)
7.6275942517389	冈比亚达拉西 (GMD)
1440.3982569268	几内亚法郎 (GNF)
1.1443945087246	危地马拉格查尔 (GTQ)
30.811355009158	圭亚那元 (GYD)
1.1413937607521	港元 (HKD)
3.6221781346118	洪都拉斯伦皮拉 (HNL)
0.94793479364127	克罗地亚库纳 (HRK)
15.519449253262	海地古德 (HTG)
45.57545922418	匈牙利福林 (HUF)
2187.7597038209	印尼卢比 (IDR)
0.50396900111044	以色列新谢克尔 (ILS)
0.11382518816525	马恩磅 (IMP)
10.836753671346	印度卢比 (INR)
175.61003732494	伊拉克第纳尔 (IQD)
6202.4842978186	伊朗里尔斯 (IRR)
20.341051963962	冰岛克朗 (ISK)
0.11382518816525	新泽西岛磅 (JEP)
20.848275386883	牙买加元 (JMD)
0.10441565283535	约旦第纳尔 (JOD)
15.529198694826	日元 (JPY)
15.963012370745	肯尼亚先令 (KES)
11.722842891225	吉尔吉斯斯坦索姆 (KGS)
604.07891354342	柬埔寨瑞尔 (KHR)
61.693772611821	科摩罗法郎 (KMF)
132.54692497627	朝鲜圆 (KPW)
171.43550790958	韩元 (KRW)
0.04510971949673	科威特第纳尔 (KWD)
0.12076282594458	开曼岛元 (KYD)
63.273921616728	哈萨克斯坦坚戈 (KZT)
1356.4846476103	老挝或老挝基普 (LAK)
222.01212503426	黎巴嫩镑 (LBP)
27.21499758925	斯里兰卡卢比 (LKR)
29.293621853924	利比里亚元 (LRD)
2.4554296398378	巴索托洛蒂 (LSL)
0.20224638864989	利比亚第纳尔 (LYD)
1.3602116061848	摩洛哥迪拉姆 (MAD)
2.4952014175145	摩尔多瓦列伊 (MDL)
573.16059149121	马达加斯加 (MGA)
7.7453061689911	马其顿代纳尔 (MKD)
190.81469874501	缅甸缅元 (MMK)
419.79678708294	蒙古图格里克 (MNT)
1.175635573587	澳门币 (MOP)
5.4526319447882	毛里塔尼亚乌吉亚 (MRU)
5.8727088844119	毛里求斯卢比 (MUR)
2.2681939835118	马尔代夫拉菲亚 (MVR)
110.3628861731	马拉维克瓦查 (MWK)
3.2398390638303	墨西哥比索 (MXN)
0.61077385239952	马来西亚林吉特 (MYR)
10.644228386469	莫桑比克梅蒂卡尔 (MZN)
2.4554296398378	纳米比亚元 (NAD)
56.178797613435	尼日利亚奈拉 (NGN)
5.1229688347052	尼加拉瓜科多巴 (NIO)
1.3700826576104	挪威克郎 (NOK)
17.420081526696	尼泊尔卢比 (NPR)
0.22203829840081	纽西兰元 (NZD)
0.05662597815965	阿曼里亚尔 (OMR)
0.14727172473251	巴拿马巴波亚 (PAB)
0.53077277076234	秘鲁新索尔 (PEN)
0.51346871250793	巴布亚新几内亚基纳 (PGK)
7.1405074493367	菲律宾比索 (PHP)
24.414792580957	巴基斯坦卢比 (PKR)
0.56767703729901	波兰兹罗提 (PLN)
1026.5457078458	巴拉圭瓜拉尼 (PYG)
0.53606907802634	卡塔尔里亚尔 (QAR)
0.61119789128745	罗马尼亚新雷 (RON)
14.749605469609	塞尔维亚第纳尔 (RSD)
11.449609390291	俄罗斯卢布 (RUB)
143.51693991108	卢旺达法郎 (RWF)
0.55226896774692	沙特阿拉伯里亚尔 (SAR)
1.1945732551708	所罗门群岛元 (SBD)
2.6433677992565	塞舌尔卢比 (SCR)
8.1476653924796	苏丹镑 (SDG)
1.3156202506268	瑞典克朗 (SEK)
0.2007635421417	新加坡元 (SGD)
0.11382518816525	圣圣赫勒拿镑 (SHP)
1469.2362747034	塞拉利昂利昂 (SLL)
84.838650139462	索马里先令 (SOS)
0.024545287357237	塞波加大公国货币 (SPL)
2.0842330035705	苏里南美元 (SRD)
3.0779173215448	圣多美多布拉 (STN)
